id_entrada,id_fonte,data_entrada,texto_entrada,emocao_rotulada,comprimento_texto
425,2,2026-05-31,"I exercised yesterday as I'd planned, going for a power walk and then lifting weights after dinner.  I felt proud about being committed to it and getting it done, although I also found it challenging and dull.  I really had to push myself to start.  Once I started it wasn't bad though.  And now I want to keep doing this and getting in better and better shape.",Anxious,361
426,2,2026-05-31,I exercised to help strengthen my hips so the go back into alignment. I felt like I was making progress. I felt cracking and popping in m neck while doing the exercises. This was reassuring.,Proud,190
427,2,2026-05-31,"I exercised for the first time in a while yesterday. It was tough getting back into it, but I felt satisfied by the end of it.",Excited,126
428,2,2026-05-31,"I enjoyed my yoga and relaxation. I am always glad when I do it. Plus I walked to the beach, which is a treat.",Proud,110
429,2,2026-05-31,I enjoyed my time with my boyfriend because it was our one year anniversary so we just spent a lot of time together and set up Christmas decorations.,Calm,149
430,2,2026-05-31,I enjoyed a great lunch with my father.  We had a long talk and enjoyed each other's company.  I enjoyed it very much.,Calm,118
431,2,2026-05-31,"I enjoy my days going to the gym.  I ride my bicycle five mile to get there, which is very relaxing.  I have been going for many years and have quite a few people I am getting to  know.  It is good to see them there.",Calm,216
432,2,2026-05-31,"I eat a lot of good paste yesterday, I was very happy and excited.",Happy,66
433,2,2026-05-31,I did my exercises at the club house. Did 2.2 miles on the treadmill and then lifted weights. I felt really strong and energized today. A really good work out day.,Calm,163
434,2,2026-05-31,I decided to stay indoors as it was cold and snowing yesterday.  I said a prayer and was thanking God for the warmth and shelter.,Calm,129
435,2,2026-05-31,I cooked my own hamburger yesterday. It tasted good though it could have been better.,Satisfied,85
436,2,2026-05-31,I completed a lot of work yesterday. I reached goals I had set out for my self. At the end of the work day I felt like I had accomplished a lot.,Happy,144
437,2,2026-05-31,"I completed a big work project that had been going on for months. It felt really great to finish it successfully. It gave me a feeling of accomplishment, pride and confidence.",Excited,175
438,2,2026-05-31,"I came home from a hard day of work and not only did my husband put in wood, he also tended to the pets and made dinner. He did all of this before I got home. I was so appreciative and impressed that I actually called my best friend to talk about it.",Excited,250
439,2,2026-05-31,I attended a study group with friends. I looked forward to going and had a great time. I was able to say things that were on my mind and to listen to others as well. Very encouraging.,Happy,183
440,2,2026-05-31,I ate to much junk food yesterday,Ashamed,33
441,2,2026-05-31,I ate pizza for breakfast. It was good. I was satisfied. I ate it cold.,Calm,71
442,2,2026-05-31,"I answered an email to my sister in law about Thanksgiving dinner. I told her I would not eat some of the foods being served because I don't eat a lot and I eat very healthy compared to her. She got angry that I had the nerve to say that and was very short and terse in her answer back. I was confused because I didn't say anything mean or nasty, just told her my feelings.",Confused,373
443,2,2026-05-31,"I am trying to lose weight and get in better shape. I joined a fitness boot camp that is really pushing me to my limits. I am sore and exhausted after, but I also feel like I am accomplishing my goals.",Happy,201
444,2,2026-05-31,I am trying to eat more healthy and getting limited success.,Anxious,60
445,2,2026-05-31,"I am really struggling with my son. He has been diagnosed with autism and adhd but he is very high functioning and near genius level intelligence. Our problem is that he hates everyone in the house. He doesn't want to be part of a family. He doesn't want to have brothers or a mom. He wants to be alone all the time. He is 12. Obviously these are unrealistic thoughts he is having. He makes it so difficult to get along with him. He treats everyone badly and refuses to even try to change his negative behavior, instead using his diagnoses as an excuse for it. He has been to multiple different specialists, now we have one that comes to our home 3x a week and we have made no progress. In over three years. I'm tired.",Anxious,718
446,2,2026-05-31,I am proud of myself for continuing my exercise regime. I feel satisfied with myself so far this week. I have exercised for 4 days in a row. I am happy with my progress so far.,Happy,176
447,2,2026-05-31,I am looking for a job in a new career field and ding self employed task work in the meantime both did not go well yesterday and created a frustrating experience,Anxious,161
448,2,2026-05-31,I am in a computer architecture course. It is quite technical in nature. I felt blessed to be enrolled in a course that is technical and geared toward my career.,Happy,161
449,2,2026-05-31,"I am grateful for my wife. She is the best thing that ever happened to me. Just day to day living with her is joyful. She doesn't need to do anything special in order for me to appreciate her. She got up and while I was rushing around to get ready for an early morning meeting, she made breakfast for us and we got to sit and talk for ten minutes. Made my day.",Calm,360
450,2,2026-05-31,I am going to be moving and yesterday I heard that my daughter and granddaughter will be moving to the same area. This made me so happy. Lisa and Emmy will be 3000 miles closer to me soon! How lucky am I?!,Happy,205
451,2,2026-05-31,I am frustrated at the levy failure yesterday.  As I work for the school district I'm nervous my job may go away in the budget cuts.  I'm also concerned for my two kids and how it will affect them in the next few years.,Angry,219
